Branch,Staff,Operating_Cost,Deposits_2016,Deposit_Growth,Avg_Deposits,Latitude,Longitude
Sunset Branch,0.0075309999999999995,753.1,37655,15524629.0,34171.142857142855,30.41036,-92.0609
Jim Bowie Branch,0.009467999999999999,946.8000000000001,47340,15526799.0,38533.142857142855,30.51634,-92.08293
Abbeville Branch,0.0044136,441.36,22068,15524999.0,18016.285714285714,29.97327,-92.13124
Center Street Branch,0.0127098,1270.98,63549,15521248.0,66052.14285714286,29.99853,-91.82265
Winwood Branch,0.021227,2122.7,106135,15527543.0,90170.14285714286,30.2057,-92.04123
Lakeside Plaza Branch,0.07107279999999999,7107.28,355364,15440096.0,387897.71428571426,30.23624,-93.2209
Northside Lake Charles Branch,0.0039618,396.18,19809,15522804.0,18288.85714285714,30.25043,-93.18062
Dequincy Branch,0.0039532,395.32,19766,15525356.0,18622.85714285714,30.45089,-93.43538
Deridder Branch,0.009833,983.3000000000001,49165,15523732.0,43392.42857142857,30.8456,-93.28646
Beglis Parkway Branch,0.0171134,1711.3400000000001,85567,15531858.0,66560.28571428571,30.23115,-93.35946
Lake Charles Wal-Mart Branch,0.002672,267.2,13360,15525435.0,10419.714285714286,30.15822,-93.15504
Stubbs and N 18th Street Branch,0.0091298,912.98,45649,15524783.0,42106.28571428572,32.5198,-92.1091
Highland West Monroe Branch,0.010668799999999999,1066.88,53344,15528780.0,45779.28571428572,32.51857,-92.14658
Southeast Mlk Jr Branch,0.0061332,613.32,30666,15540364.0,15985.42857142857,32.48681,-92.08355
Forsythe Branch,0.0102998,1029.98,51499,15527729.0,42550.28571428572,32.53516,-92.1076
Alexandria Main Branch,0.0188792,1887.92,94396,15498652.0,99741.42857142857,31.31084,-92.44543
Memorial Drive Alexandria Branch,0.0071941999999999996,719.42,35971,15525377.0,32288.571428571428,31.27934,-92.45738
Tioga Branch,0.0039824,398.24,19912,15523461.0,20059.285714285714,31.38309,-92.43412
Edgewood Drive Branch,0.0097422,974.22,48711,15527643.0,42366.0,31.33299,-92.39913
Ball Branch,0.0049927999999999995,499.28000000000003,24964,15527800.0,20601.714285714286,31.40708,-92.41158
Jackson Street Branch,0.0212478,2124.78,106239,15527967.0,96364.42857142857,31.28377,-92.4769
Mid-City Branch,0.0109426,1094.26,54713,15526816.0,50697.71428571428,30.44409,-91.15786
University Village Branch,0.017721399999999998,1772.14,88607,15529767.0,63177.71428571428,30.41825,-91.17833
Florida Boulevard Branch,0.0070094,700.94,35047,15525403.0,31557.14285714286,30.45161,-91.11329
Sherwood Forest Branch,0.0107458,1074.58,53729,15531305.0,43248.28571428572,30.43562,-91.0575
Monterrey Branch,0.0152252,1522.52,76126,15532039.0,62028.28571428572,30.47436,-91.08367
Bluebonnet Branch,0.0147292,1472.92,73646,15529997.0,57759.0,30.38722,-91.0936
Essen Lanealbertsons Branch,0.006792599999999999,679.26,33963,15526882.0,26830.14285714286,30.39562,-91.11067
College Drive Albertsons Branch,0.0060355999999999995,603.5600000000001,30178,15524391.0,26708.14285714286,30.4207,-91.14066
Jones Creek Albertsons Branch,0.006507,650.7,32535,15527538.0,25663.14285714286,30.40833,-91.0157
Walnut Hill and Macarthur Branch,0.038632599999999996,3863.26,193163,15542699.0,144749.57142857142,32.88596,-96.96399
Market Center Branch,0.013823199999999999,1382.32,69116,15533456.0,53464.857142857145,32.79464,-96.82324
Lincoln Centre Branch,0.0263538,2635.38,131769,15548656.0,87474.14285714286,32.92545,-96.81606
Preston Branch,0.11134,11134.0,556700,15506448.0,421046.28571428574,32.86141,-96.8042
Irving Branch,0.0378472,3784.7200000000003,189236,15566734.0,136631.57142857142,32.84508,-96.99221
Centerville Garland Branch,0.0403402,4034.02,201701,15547719.0,136234.2857142857,32.85858,-96.64552
Garland Branch,0.01738,1738.0,86900,15525002.0,93802.14285714286,32.91194,-96.64815
North Garland Drive-Up Branch,0.013066999999999999,1306.7,65335,15534041.0,45916.0,32.96323,-96.64519
Abilene Branch,0.015826,1582.6000000000001,79130,15521215.0,96005.42857142857,32.45211,-99.76507
Austin Downtown Sixth St Branch,0.3887052,38870.520000000004,1943526,15735140.0,1676996.2857142857,30.26858,-97.74466
University Austin Branch,0.015042,1504.2,75210,15529624.0,53142.28571428572,30.28236,-97.74211
Arboretum Branch,0.048447199999999996,4844.72,242236,15561191.0,181245.57142857142,30.39426,-97.75163
Capital Plaza Branch,0.028172799999999998,2817.28,140864,15537527.0,114178.14285714286,30.30758,-97.68755
Brenham Branch,0.0207568,2075.68,103784,15512738.0,105569.57142857143,30.16907,-96.39669
Corsicana Main Branch,0.021117,2111.7,105585,15514183.0,120975.14285714286,32.09367,-96.46356
Arlington Main Branch,0.0790678,7906.78,395339,15544429.0,376425.71428571426,32.72277,-97.14911
Euless Boulevard Branch,0.030059,3005.9,150295,15529825.0,109203.85714285714,32.8298,-97.09773
Mansfield Branch,0.025760599999999998,2576.06,128803,15533780.0,110672.71428571429,32.58003,-97.13235
Ft. Worth East Branch,0.0141934,1419.34,70967,15530860.0,59757.57142857143,32.74822,-97.2894
The Park Branch,0.0297892,2978.92,148946,15544762.0,106524.28571428571,29.75575,-95.36292
Greenway Branch,0.049811799999999996,4981.18,249059,15539606.0,216548.7142857143,29.73375,-95.42983
San Felipe Branch,0.0507026,5070.26,253513,15524969.0,224114.7142857143,29.75006,-95.47377
Westchase Branch,0.036397399999999996,3639.7400000000002,181987,15523301.0,157959.2857142857,29.73705,-95.5416
Gulf Freeway Branch,0.0157782,1577.82,78891,15529050.0,66484.71428571429,29.6744,-95.26612
Edgebrook Branch,0.0163616,1636.16,81808,15526502.0,69230.57142857143,29.64218,-95.24161
Copperfield Branch,0.0330916,3309.16,165458,15531874.0,136817.7142857143,29.87913,-95.64911
Greenspoint Branch,0.0327352,3273.52,163676,15504295.0,154018.14285714287,29.9796,-95.34602
Long Point Branch,0.028904,2890.4,144520,15529902.0,129976.42857142857,29.80282,-95.48334
Memorial Drive Houston Branch,0.0822898,8228.98,411449,15525683.0,388504.5714285714,29.77025,-95.60016
Westbury Branch,0.0298054,2980.54,149027,15528684.0,130129.0,29.65832,-95.47677
Mission Bend Branch,0.0174252,1742.52,87126,15533197.0,68204.57142857143,29.70581,-95.644
Pasadena East Southmore Branch,0.041901,4190.1,209505,15530471.0,200883.2857142857,29.69084,-95.19853
Marshall Branch,0.0147818,1478.18,73909,15524192.0,76249.14285714286,32.54594,-94.36729
Odessa Branch,0.055830599999999994,5583.06,279153,15466773.0,309132.14285714284,31.89134,-102.34377
Dowlen and Phelan Branch,0.0239066,2390.66,119533,15525900.0,113440.14285714286,30.07768,-94.1713
I35 and Hwy 79 Branch,0.023839799999999998,2383.98,119199,15530403.0,101874.28571428571,30.51813,-97.68744
San Antonio Downtown Branch,0.069618,6961.8,348090,15618919.0,302458.0,29.42453,-98.49157
Huebner Branch,0.022585599999999997,2258.56,112928,15530405.0,96970.42857142857,29.54588,-98.55493
Southpark Branch,0.0092812,928.12,46406,15525121.0,42152.857142857145,29.3566,-98.52755
Sherman Branch,0.0308318,3083.1800000000003,154159,15539659.0,127156.42857142857,33.63763,-96.6097
Woodloch Forest Branch,0.0550776,5507.76,275388,15536456.0,222306.0,30.15757,-95.45573
Hamilton 8th St Branch,0.0216106,2161.06,108053,15523779.0,135566.7142857143,33.9113,-98.49335
Southwest Tower Branch,0.040067,4006.7000000000003,200335,15501307.0,210831.0,33.86628,-98.53582
Lemmon Avenue Branch,0.033368,3336.8,166840,15539467.0,117950.42857142857,32.8195,-96.81433
Pleasant Grove Branch,0.014136,1413.6000000000001,70680,15533649.0,53525.142857142855,32.7439,-96.68282
Preston Royal Branch,0.023032999999999998,2303.3,115165,15534778.0,94256.71428571429,32.89512,-96.804
Oak Cliff Branch,0.0107876,1078.76,53938,15546405.0,31915.714285714286,32.71106,-96.83927
Ridglea Branch,0.025301399999999998,2530.14,126507,15529165.0,88541.28571428571,32.72672,-97.42009
Arapaho and Hillcrest Branch,0.022868,2286.8,114340,15528775.0,91177.28571428571,32.96222,-96.78897
Spicewood Branch,0.0188062,1880.6200000000001,94031,15533077.0,69681.28571428571,30.43496,-97.77193
Westgae and William Cannon Branch,0.0123834,1238.34,61917,15528171.0,52349.142857142855,30.20884,-97.81448
Wynnewood Branch,0.012836,1283.6000000000001,64180,15528813.0,52850.42857142857,32.72162,-96.83189
Josey and Jackson Branch,0.030666799999999998,3066.6800000000003,153334,15546372.0,109208.85714285714,32.97551,-96.89225
Custer and 15th Branch,0.030314999999999998,3031.5,151575,15568066.0,103428.14285714286,33.01938,-96.73222
Richardson Square Branch,0.030043,3004.3,150215,15540482.0,122998.71428571429,32.94549,-96.69746
Park Forest Branch,0.050735999999999996,5073.6,253680,15613356.0,148426.2857142857,32.90892,-96.85595
Bedford Harwood Branch,0.027852199999999997,2785.2200000000003,139261,15541678.0,107177.85714285714,32.8519,-97.13168
Hillside Branch,0.0522474,5224.74,261237,15551925.0,204674.0,32.83644,-96.75454
Hulen Mall Branch,0.0357728,3577.28,178864,15534313.0,143048.57142857142,32.66735,-97.41821
Lake Highlands Branch,0.0313422,3134.2200000000003,156711,15539189.0,129312.14285714286,32.87728,-96.71783
North Cooper Branch,0.027674599999999997,2767.46,138373,15540913.0,113738.85714285714,32.76041,-97.11538
Everman Branch,0.017717399999999998,1771.74,88587,15529627.0,79723.0,32.62753,-97.32057
Trinity Branch,0.0166236,1662.3600000000001,83118,15538690.0,62851.28571428572,32.76896,-96.83581
Nacogdoches Branch,0.009455999999999999,945.6,47280,15531795.0,36232.0,29.56812,-98.38514
Bandera Branch,0.0058528,585.28,29264,15526511.0,20641.85714285714,29.45442,-98.55128
Marbach Branch,0.0044316,443.16,22158,15526268.0,17225.14285714286,29.41784,-98.655
Ingram Branch,0.0032811999999999997,328.12,16406,15525558.0,14129.714285714286,29.46628,-98.60258
New Road Branch,0.022423199999999997,2242.32,112116,15539600.0,89535.0,31.52508,-97.17107
Commerce Branch,0.008544,854.4,42720,15527980.0,36007.71428571428,33.2498,-95.90045
Port Arthur Branch,0.012841199999999999,1284.1200000000001,64206,15522197.0,71079.85714285714,29.91551,-93.87754
San Pedro Branch,0.013887799999999999,1388.78,69439,15530869.0,62917.0,29.47161,-98.49934
Richland Hills Branch,0.0138242,1382.42,69121,15528194.0,60196.57142857143,32.82091,-97.23173
Baytown Branch,0.011651799999999999,1165.18,58259,15529118.0,51639.28571428572,29.73917,-94.9543
El Dorado Blvd Branch,0.0193844,1938.44,96922,15525145.0,82368.42857142857,29.57834,-95.12145
Capitol Branch,0.01797,1797.0,89850,15526814.0,72495.42857142857,29.73554,-95.30635
Pioneer Parkway Branch,0.032612999999999996,3261.3,163065,15538325.0,131694.14285714287,32.70843,-97.08686
Mockingbird Banking Center Branch,0.032278799999999996,3227.88,161394,15541159.0,117140.28571428571,32.83649,-96.77029
New Caney Branch,0.0140916,1409.16,70458,15532619.0,52693.57142857143,30.15489,-95.21373
Willowbrook Branch,0.0149588,1495.88,74794,15525473.0,59098.0,29.96374,-95.54328
Martin Luther King Dallas Branch,0.0028062,280.62,14031,15518006.0,12719.857142857143,32.76991,-96.7675
University Of North Texas Branch,0.006185599999999999,618.5600000000001,30928,15527946.0,22332.85714285714,33.20675,-97.15068
South Cooper Branch,0.0292288,2922.88,146144,15537634.0,114185.28571428571,32.65966,-97.13507
Downtown Forth Worth Branch,0.34265059999999997,34265.06,1713253,15603527.0,1637217.5714285714,32.75408,-97.33294
Addison Branch,0.033018,3301.8,165090,15549634.0,123717.14285714286,32.94033,-96.82175
North Loop Branch,0.025741,2574.1,128705,15529116.0,111812.57142857143,29.81226,-95.42538
Oak Forest Team Branch,0.013495799999999999,1349.58,67479,15523081.0,63974.71428571428,29.82937,-95.42951
Rowlett Branch,0.0281306,2813.06,140653,15543702.0,110489.0,32.90265,-96.57013
Lewisville Civic Branch,0.049533,4953.3,247665,15547107.0,203360.42857142858,33.04228,-97.0241
Coit and Park Branch,0.035307,3530.7000000000003,176535,15545371.0,153213.0,33.02685,-96.77054
Ridgmar Branch,0.022223,2222.3,111115,15518622.0,100644.85714285714,32.75307,-97.43049
West Side Fort Worth Branch,0.0247416,2474.16,123708,15526461.0,96180.42857142857,32.75301,-97.36309
Cityview Branch,0.0241554,2415.54,120777,15540246.0,93817.0,32.67987,-97.4145
Amarillo Branch,0.0093638,936.38,46819,15527652.0,47450.42857142857,35.20764,-101.83833
Northcross Branch,0.047800999999999996,4780.1,239005,15536222.0,206405.42857142858,30.35282,-97.73286
Walsh Tarlton Branch,0.0416684,4166.84,208342,15541349.0,165904.2857142857,30.27452,-97.80068
Lbj and Abrams Branch,0.0189046,1890.46,94523,15531072.0,81745.85714285714,32.91202,-96.73531
Exchange Park Branch,0.022949999999999998,2295.0,114750,15542284.0,84579.14285714286,32.82044,-96.84762
Denison Branch,0.0177406,1774.06,88703,15526310.0,89390.57142857143,33.75543,-96.53737
Duncanville Branch,0.0296402,2964.02,148201,15540743.0,122831.57142857143,32.64942,-96.90844
Valley View Branch,0.014872,1487.2,74360,15530381.0,60431.57142857143,32.9222,-96.90277
Downtown Fredericksburg Branch,0.0425552,4255.52,212776,15533426.0,181194.0,30.27449,-98.87144
Post & Paddock Branch,0.014378799999999999,1437.88,71894,15523417.0,56288.857142857145,32.79319,-97.05653
Fondren Banking Branch,0.0146466,1464.66,73233,15527489.0,66999.28571428571,29.6864,-95.50869
Spring Branch Banking Branch,0.0387082,3870.82,193541,15548141.0,156485.7142857143,29.79277,-95.5448
Levelland Branch,0.0062672,626.72,31336,15525189.0,33476.0,33.58529,-102.37669
Judson Road Branch,0.027816999999999998,2781.7000000000003,139085,15520346.0,123909.71428571429,32.54112,-94.74604
North Richardson Branch,0.0446766,4467.66,223383,15554576.0,162245.57142857142,32.97532,-96.71259
First Colony Branch,0.0457324,4573.24,228662,15550577.0,175847.14285714287,29.59658,-95.61698
Tyler Branch,0.0473976,4739.76,236988,15528114.0,210730.85714285713,32.29882,-95.2994
Hwy 183 and Lake Creek Branch,0.03365,3365.0,168250,15531231.0,148798.14285714287,30.46397,-97.7946
I-40 Bell Branch,0.022182,2218.2000000000003,110910,15528072.0,127414.42857142857,35.1902,-101.90052
W University and Hinkle Branch,0.0404972,4049.7200000000003,202486,15546300.0,179358.14285714287,33.22944,-97.14598
Jefferson-Fiesta Branch,0.0057009999999999995,570.1,28505,15527287.0,22237.85714285714,32.74323,-96.83235
Desoto Branch,0.012357799999999999,1235.78,61789,15528647.0,51352.57142857143,32.60451,-96.84057
Town East Branch,0.0212006,2120.06,106003,15528271.0,88385.57142857143,32.81086,-96.61576
Buffalo Gap Branch,0.011434,1143.4,57170,15524017.0,43253.71428571428,32.39471,-99.76365
Parkdale Branch,0.023457799999999997,2345.78,117289,15523856.0,108301.28571428571,30.12574,-94.15647
Washington Boulevard Branch,0.0030158,301.58,15079,15523488.0,13104.142857142857,30.05738,-94.09371
West Park and Preston Branch,0.0438,4380.0,219000,15540317.0,173347.2857142857,33.02737,-96.79619
Courtyard Branch,0.0194984,1949.8400000000001,97492,15524314.0,71632.71428571429,32.03226,-102.12565
Golden Triangle Mall Branch,0.0221774,2217.7400000000002,110887,15529909.0,81025.14285714286,33.19169,-97.10464
Bellmead Wallmart Branch,0.0028691999999999997,286.92,14346,15526103.0,11025.714285714286,31.59944,-97.10817
Coppell Branch,0.021959199999999998,2195.92,109796,15536269.0,86503.14285714286,32.9453,-96.99345
E 7th St and Robert Martinez Branch,0.009904399999999999,990.44,49522,15532550.0,29951.85714285714,30.26179,-97.71892
Dunbar Banking Center Branch,0.0055552,555.52,27776,15530549.0,21246.14285714286,32.72044,-97.22609
Tidwell Fiesta Branch,0.0034092,340.92,17046,15524769.0,14000.857142857143,29.8521,-95.25099
Little Road Branch,0.025044999999999998,2504.5,125225,15531750.0,98727.57142857143,32.67889,-97.19696
Greenville Banking Center Branch,0.029285,2928.5,146425,15533251.0,138272.57142857142,33.11043,-96.10958
International Private Bkg Ctr Branch,0.0007988,79.88,3994,15525618.0,2907.8571428571427,29.74057,-95.46387
Rufe Snow Branch,0.0118242,1182.42,59121,15529981.0,47302.142857142855,32.86044,-97.23971
Nederland Branch,0.0245544,2455.44,122772,15529832.0,112522.71428571429,29.959,-93.98241
N Lamar and Rundberg Branch,0.0120462,1204.6200000000001,60231,15529167.0,46933.142857142855,30.36836,-97.69404
Grand Prairie Banking Branch,0.016735,1673.5,83675,15528732.0,73863.85714285714,32.74783,-96.99432
Bellaire Banking Center Branch,0.046727399999999995,4672.74,233637,15550752.0,172439.7142857143,29.7061,-95.44196
Friendswood Banking Center Branch,0.0232686,2326.86,116343,15534006.0,89842.28571428571,29.46571,-95.22631
Lakewood Banking Center Branch,0.0328546,3285.46,164273,15534446.0,123183.0,29.98989,-95.6567
Mcdermott and Alma Branch,0.02301,2301.0,115050,15538339.0,87953.42857142857,33.10085,-96.70113
Orange Banking Center Branch,0.0087824,878.24,43912,15524790.0,44991.0,30.1192,-93.7476
Burbank Albertsons Branch,0.005288999999999999,528.9,26445,15525907.0,19957.714285714286,30.35499,-91.10987
Venice Ave E and Pinebrook Branch,0.0316202,3162.02,158101,15533688.0,122786.71428571429,27.09988,-82.41907
Sarasota Downtown Branch,0.0165674,1656.74,82837,15524921.0,71703.42857142857,27.33823,-82.53093
Palm Beach Gardens Branch,0.031723799999999996,3172.38,158619,15454018.0,154800.14285714287,26.84649,-80.08767
Vanderbilt Beach and US 41n Branch,0.052316999999999995,5231.7,261585,15521973.0,209265.0,26.2495,-81.80089
College Pkwy and Summerlin Branch,0.014487,1448.7,72435,15514976.0,71326.28571428571,26.55072,-81.88495
Parmer and Metric Branch,0.02281,2281.0,114050,15540502.0,77323.28571428571,30.41278,-97.68945
Chase Tower Branch,1.5644276,156442.76,7822138,16437220.0,5646354.571428572,33.45091,-112.07382
Buckeye Branch,0.0175356,1753.56,87678,15526256.0,84355.28571428571,33.37048,-112.58601
Carefree Branch,0.0358866,3588.66,179433,15541876.0,138842.7142857143,33.82381,-111.92367
Glendale Main Branch,0.013345,1334.5,66725,15528898.0,64574.42857142857,33.53922,-112.18237
Grand Canyon Branch,0.0051716,517.16,25858,15526764.0,20159.285714285714,36.05444,-112.12058
Lake Havasu Branch,0.037118399999999996,3711.84,185592,15499589.0,162713.2857142857,34.47598,-114.33041
Camelback and 59th Avenue Branch,0.0156886,1568.8600000000001,78443,15526827.0,72068.57142857143,33.50956,-112.18342
Mcdowelland 74th Street Branch,0.025047,2504.7000000000003,125235,15539261.0,101584.85714285714,33.46568,-111.92225
Mesa Main Branch,0.0383748,3837.48,191874,15454676.0,155461.42857142858,33.41655,-111.83995
Payson Branch,0.024856399999999997,2485.64,124282,15534662.0,103448.85714285714,34.23896,-111.32291
Camelback And16th Street Branch,0.024530999999999997,2453.1,122655,15509103.0,114747.14285714286,33.5108,-112.04752
